country,name,state-province,alpha_two_code,web_pages,domains
"Taiwan, Province of China",National Yunlin University of Science and Technology,,TW,['http://www.yuntech.edu.tw/'],['yuntech.edu.tw']
"Taiwan, Province of China",Yuan Ze University,,TW,['http://www.yzu.edu.tw/'],['yzu.edu.tw']
Tajikistan,Tajik Agrarian University,,TJ,['http://www.tajagroun.tj/'],['tajagroun.tj']
Tajikistan,Tajik National University,,TJ,['http://tgnu.tarena.tj/'],['tgnu.tarena.tj']
Tajikistan,Tajikistan International University,,TJ,['http://www.tiu.tj/'],['tiu.tj']
"Tanzania, United Republic of",African Virtual University,,TZ,['http://www.avu.org/'],['avu.org']
"Tanzania, United Republic of",Dares Salaam Institute of Technology,,TZ,['http://www.dit.ac.tz/'],['dit.ac.tz']
"Tanzania, United Republic of",Hubert Kairuki Memorial University,,TZ,['http://www.hkmu.ac.tz/'],['hkmu.ac.tz']
"Tanzania, United Republic of",Institute of Accountancy Arusha,,TZ,['http://www.iaa.ac.tz/'],['iaa.ac.tz']
"Tanzania, United Republic of",Institute of Finance Management,,TZ,['http://www.ifm.ac.tz/'],['ifm.ac.tz']
"Tanzania, United Republic of",International Medical & Technological University,,TZ,['http://www.imtu.edu/index.htm'],['imtu.edu']
"Tanzania, United Republic of",Kilimanjaro Christian Medical College,,TZ,['http://www.kcmc.ac.tz/'],['kcmc.ac.tz']
"Tanzania, United Republic of",Mount Meru University,,TZ,['http://www.mmu.ac.tz/'],['mmu.ac.tz']
"Tanzania, United Republic of",Mwalimu Nyerere Memorial Academy,,TZ,['http://www.mnma.ac.tz/'],['mnma.ac.tz']
"Tanzania, United Republic of",Moshi University College of Cooperative and Business Studies,,TZ,['http://www.muccobs.ac.tz/'],['muccobs.ac.tz']
"Tanzania, United Republic of",Muhimbili University of Health and Allied Sciences (MUHAS),,TZ,['http://www.muchs.ac.tz/'],['muchs.ac.tz']
"Tanzania, United Republic of",Mzumbe University (Chuo Kikuu Mzumbe),,TZ,['http://www.mzumbe.ac.tz/'],['mzumbe.ac.tz']
"Tanzania, United Republic of",Open University of Tanzania,,TZ,['http://www.out.ac.tz/'],['out.ac.tz']
"Tanzania, United Republic of",St. Augustine University of Tanzania,,TZ,['http://www.saut.ac.tz/'],['saut.ac.tz']
"Tanzania, United Republic of",Sebatian Kolowa University College,,TZ,['http://www.sekuco.org/'],['sekuco.org']
"Tanzania, United Republic of",St. Joseph Group of Institutes,,TZ,['http://www.stjosephtanzania.com/sjcet/index.html'],['stjosephtanzania.com']
"Tanzania, United Republic of",Sokoine University of Agriculture,,TZ,['http://www.suanet.ac.tz/'],['suanet.ac.tz']
"Tanzania, United Republic of",Tumaini University - Iringa University College,,TZ,['http://www.tumaini.ac.tz/'],['tumaini.ac.tz']
"Tanzania, United Republic of",University of Dodoma,,TZ,['http://www.udom.ac.tz/'],['udom.ac.tz']
"Tanzania, United Republic of",University of Dar Es Salaam,,TZ,['http://www.udsm.ac.tz/'],['udsm.ac.tz']
Thailand,Asian Institute of Technology,Pathum Thani,TH,['https://www.ait.ac.th/'],['ait.ac.th']
Thailand,Asia-Pacific International University,Saraburi,TH,['https://www.apiu.edu/'],['apiu.edu']
Thailand,Phranakhon Si Ayutthaya Rajabhat University,Phra Nakhon Si Ayutthaya,TH,['https://www.aru.ac.th/'],['aru.ac.th']
Thailand,Asian University of Science and Technology,Chon Buri,TH,['http://www.asianust.ac.th/'],['asianust.ac.th']
Thailand,Assumption University of Thailand,Bangkok,TH,['https://www.au.edu/'],['au.edu']
Thailand,Bangkok University,Bangkok,TH,['https://www.bu.ac.th/'],['bu.ac.th']
Thailand,Burapha University,Chon Buri,TH,['https://www.buu.ac.th/'],['buu.ac.th']
Thailand,Chiang Mai University,Chiang Mai,TH,['https://www.chiangmai.ac.th/'],['chiangmai.ac.th']
Thailand,"Rajamangala University of Technology, Lanna Chiang Rai",Chiang Rai,TH,['http://chiangraicampus.rmutl.ac.th/'],['chiangraicampus.rmutl.ac.th']
Thailand,Chulalongkorn University,Bangkok,TH,['https://www.chula.ac.th/'],['chula.ac.th']
Thailand,Chiang Mai Rajabhat University,Chiang Mai,TH,['https://www.cmru.ac.th/'],['cmru.ac.th']
Thailand,Chiang Mai Vocational College,Chiang Mai,TH,['http://www.cmvc.ac.th/'],['cmvc.ac.th']
Thailand,Chaopraya University,Nakhon Sawan,TH,['http://www.cpu.ac.th/'],['cpu.ac.th']
Thailand,Dhurakijpundit University,Bangkok,TH,['https://www.dpu.ac.th/'],['dpu.ac.th']
Thailand,Suan Dusit Rajabhat University,Bangkok,TH,['http://www.dusit.ac.th/'],['dusit.ac.th']
Thailand,Eastern Asia University,Pathum Thani,TH,['https://www.eau.ac.th/'],['eau.ac.th']
Thailand,Asian University,Chon Buri,TH,['http://www.asianu.ac.th/'],['efau.org']
Thailand,Huachiew Chalermprakiet University,Samut Prakarn,TH,['https://www.hcu.ac.th/'],['hcu.ac.th']
Thailand,Hatyai University,Songkhla,TH,['http://www.hu.ac.th/'],['hu.ac.th']
Thailand,International Buddhist College,SongKhla,TH,['https://www.ibc.ac.th/'],['ibc.ac.th']
Thailand,Kasem Bundit University,Bangkok,TH,['https://www.kbu.ac.th/'],['kbu.ac.th']
Thailand,Khon Kaen University,Khon Kaen,TH,['https://www.kku.ac.th/'],['kku.ac.th']
Thailand,King Mongkut's Institute of Technology Ladkrabang,Bangkok,TH,['http://www.kmitl.ac.th/'],['kmitl.ac.th']
Thailand,King Mongkut's University of Technology North Bangkok,Bangkok,TH,['https://www.kmutnb.ac.th/'],['kmutnb.ac.th']
Thailand,King Mongkut's University of Technology Thonburi,Bangkok,TH,['https://www.kmutt.ac.th/'],['kmutt.ac.th']
Thailand,Krirk University,Bangkok,TH,['https://www.krirk.ac.th/'],['krirk.ac.th']
Thailand,Kasetsart University,Bangkok,TH,['https://www.ku.ac.th/'],['ku.ac.th']
Thailand,Lampang Vocational College,Lampang,TH,['http://www.lampangvc.ac.th/'],['lampangvc.ac.th']
Thailand,Lamphun College of Agriculture and Technology,Lamphun,TH,['http://www.lcat.ac.th/'],['lcat.ac.th']
Thailand,Lampang College of Commerce and Technology,Lampang,TH,['http://www.lcct.ac.th/'],['lcct.ac.th']
Thailand,Lampang Rajabhat University,Lampang,TH,['https://www.lpru.ac.th/'],['lpru.ac.th']
Thailand,Mahidol University,Nakhon Pathom,TH,['https://www.mahidol.ac.th/'],['mahidol.ac.th']
Thailand,Mahamakut Buddhist University,Nakhon Pathom,TH,['http://www.mbu.ac.th/'],['mbu.ac.th']
Thailand,Mahachulalongkorn Buddhist University,Bangkok,TH,['https://www.mcu.ac.th/'],['mcu.ac.th']
Thailand,Mae Fah Luang University,Chiang Rai,TH,['https://www.mfu.ac.th/'],['mfu.ac.th']
Thailand,Maejo University,Chiang Mai,TH,['https://www.mju.ac.th/'],['mju.ac.th']
Thailand,Mahasarakham University,Mahasarakham,TH,['http://www.msu.ac.th/'],['msu.ac.th']
Thailand,Mahidol University International College,Nakhon Pathom,TH,['https://www.muic.mahidol.ac.th/'],['muic.mahidol.ac.th']
Thailand,Mahanakorn University of Technology,Bangkok,TH,['http://www.mut.ac.th/'],['mut.ac.th']
Thailand,"Rajamangala University of Technology, Lanna Nan",Nan,TH,['https://www.nan.rmutl.ac.th/'],['nan.rmutl.ac.th']
Thailand,National Institute of Development Administration,Bangkok,TH,['http://www.nida.ac.th/'],['nida.ac.th']
India,Navrachana University,Gujarat,IN,['https://www.nuv.ac.in/'],['nuv.ac.in']
Thailand,Nivadhana University,Lamphun,TH,['http://www.nivadhana.ac.th/'],['nivadhana.ac.th']
Thailand,Naresuan University,Phitsanulok,TH,['https://www.nu.ac.th/'],['nu.ac.th']
Thailand,Payap University Chaiang Mai,Chiang Mai,TH,['https://www.payap.ac.th/'],['payap.ac.th']
Thailand,Prince of Songkla University,Songkhla,TH,['https://www.psu.ac.th/'],['psu.ac.th']
Thailand,Pathumthani University,Pathum Thani,TH,['https://www.ptu.ac.th/'],['ptu.ac.th']
Thailand,"Rajamangala University of Technology, Phra Nakhon",Bangkok,TH,['https://www.rmutp.ac.th/'],['rmutp.ac.th']
Thailand,Rangsit University,Pathum Thani,TH,['https://www2.rsu.ac.th/'],['rsu.ac.th']
Thailand,Ramkhamhaeng University,Bangkok,TH,['https://www.ru.ac.th/'],['ru.ac.th']
Thailand,South-East Asia University,Bangkok,TH,['https://www.sau.ac.th/'],['sau.ac.th']
Thailand,Shinawatra University,Pathum Thani,TH,['http://www.shinawatra.ac.th/'],['shinawatra.ac.th']
Thailand,Siam University,Bangkok,TH,['https://www.siam.edu/'],['siam.edu']
Thailand,Sripatum University,Bangkok,TH,['https://www.spu.ac.th/'],['spu.ac.th']
Thailand,Stamford International University,Bangkok,TH,['https://www.stamford.edu/'],['stamford.edu']
Thailand,St. John's University,Bangkok,TH,['https://www.stjohn.ac.th/'],['stjohn.ac.th']
Thailand,Sukhothai Thammathirat Open University,Nonthaburi,TH,['https://www.stou.ac.th/'],['stou.ac.th']
Thailand,Silpakorn University,Bangkok,TH,['https://www.su.ac.th/'],"['su.ac.th', 'silpakorn.edu']"
Thailand,Suranaree University of Technology,Nakhon Ratchasima,TH,['http://www.sut.ac.th/'],['sut.ac.th']
Thailand,Srinakharinwirot University,Bangkok,TH,['https://www.swu.ac.th/'],['swu.ac.th']
Thailand,Thaksin University,Songkhla,TH,['https://www.tsu.ac.th/'],['tsu.ac.th']
Thailand,Thammasat University,Bangkok,TH,['https://www.tu.ac.th/'],['tu.ac.th']
Thailand,Ubonratchathani University,Ubonratchathani,TH,['https://www.ubu.ac.th/'],['ubu.ac.th']
Thailand,University of the Thai Chamber of Commerce,Bangkok,TH,['https://www.utcc.ac.th/'],['utcc.ac.th']
Thailand,Vongchavalitkul University,Nakhon Ratchasima,TH,['https://www.vu.ac.th/'],['vu.ac.th']
Thailand,"Webster University, Thailand",Petchaburi,TH,['https://www.webster.ac.th/'],['webster.ac.th']
Thailand,Walailak University,Nakhon Si Thammarat,TH,['https://www.wu.ac.th/'],['wu.ac.th']
Thailand,Nation University,Lampang,TH,['http://www.nation.ac.th/'],['nation.ac.th']
Togo,Université de Lomé,,TG,['http://www.univ-lome.tg/'],['univ-lome.tg']
Trinidad and Tobago,University of the Southern Caribbean,,TT,['http://www.usc.edu.tt/'],['usc.edu.tt']
Trinidad and Tobago,University of Trinidad and Tobago,,TT,['http://www.utt.edu.tt/'],['utt.edu.tt']
Trinidad and Tobago,University of the West Indies St. Augustine,,TT,['http://www.uwi.tt/'],['uwi.tt']
Tunisia,Instituts Supérieurs de Formation des Maîtres,,TN,['http://www.disfm.rnu.tn/'],['disfm.rnu.tn']
Tunisia,Instituts Supérieurs des Etudes Technologiques,,TN,['http://www.isetr.rnu.tn/'],['isetr.rnu.tn']
Tunisia,Institut Supérieur de Gestion de Tunis,,TN,['http://www.isg.rnu.tn/'],['isg.rnu.tn']
Tunisia,Université de 7 Novembre à Carthage,,TN,['http://u7nc.uvt.rnu.tn/'],['u7nc.uvt.rnu.tn']
Tunisia,Université Centrale,,TN,['http://www.ucaat.com/'],['ucaat.com']
Tunisia,"Université du Centre, Sousse",,TN,['http://www.uc.rnu.tn/'],['uc.rnu.tn']
Tunisia,Université de Gafsa,,TN,['http://www.ugaf.rnu.tn/'],['ugaf.rnu.tn']
Tunisia,Université de Jendouba,,TN,['http://www.uj.rnu.tn/'],['uj.rnu.tn']
Tunisia,Université Libre de Tunis,,TN,['http://www.ult.ens.tn/'],['ult.ens.tn']
Tunisia,Université de la Manouba,,TN,['http://www.uma.rnu.tn/'],['uma.rnu.tn']
Tunisia,Université de Monastir,,TN,['http://www.um.rnu.tn/'],['um.rnu.tn']
Tunisia,University of Aviation and Technology,,TN,['http://www.unat.ens.tn/'],['unat.ens.tn']
Tunisia,Université de Gabès,,TN,['http://www.univgb.rnu.tn/'],['univgb.rnu.tn']
Tunisia,Université de Kairouan,,TN,['http://www.univ-k.rnu.tn/'],['univ-k.rnu.tn']
Tunisia,Université de Sfax,,TN,['http://www.uss.rnu.tn/'],['uss.rnu.tn']
Tunisia,Université de Tunis El Manar,,TN,['http://www.utm.rnu.tn/'],['utm.rnu.tn']
Tunisia,Université de Tunis,,TN,['http://www.utunis.rnu.tn/'],['utunis.rnu.tn']
Tunisia,Université Virtuelle de Tunis,,TN,['http://www.uvt.rnu.tn/'],['uvt.rnu.tn']
Tunisia,Université Ez-Zitouna,,TN,['http://www.uz.rnu.tn/'],['uz.rnu.tn']
Turkey,Adnan Menderes University,,TR,['http://www.adu.edu.tr/'],['adu.edu.tr']
Turkey,Ahi Evran University,,TR,['http://www.ahievran.edu.tr/'],['ahievran.edu.tr']
Turkey,Akdeniz University,,TR,['http://www.akdeniz.edu.tr/'],['akdeniz.edu.tr']
Turkey,Anadolu University,,TR,['http://www.anadolu.edu.tr/'],['anadolu.edu.tr']
Turkey,Ankara University,,TR,['http://www.ankara.edu.tr/'],['ankara.edu.tr']
Turkey,Istanbul Arel University,,TR,['http://www.arel.edu.tr/'],['arel.edu.tr']
Turkey,Atatürk University,,TR,['http://www.atauni.edu.tr/'],['atauni.edu.tr']
Turkey,Atilim University,,TR,['http://www.atilim.edu.tr/'],['atilim.edu.tr']
Turkey,Bahcesehir University,,TR,['http://www.bahcesehir.edu.tr/'],['bahcesehir.edu.tr']
Turkey,Balikesir University,,TR,['http://www.balikesir.edu.tr/'],['balikesir.edu.tr']
Turkey,Baskent University,,TR,['http://www.baskent.edu.tr/'],['baskent.edu.tr']
Turkey,Celal Bayar University,,TR,"['http://www.mcbu.edu.tr/', 'http://www.cbu.edu.tr/']","['mcbu.edu.tr', 'cbu.edu.tr']"
Turkey,Beykent University,,TR,['http://www.beykent.edu.tr/'],['beykent.edu.tr']
Turkey,Bilecik University,,TR,['http://www.bilecik.edu.tr/'],['bilecik.edu.tr']
Turkey,Istanbul Bilgi University,,TR,['http://www.bilgi.edu.tr/'],['bilgi.edu.tr']
Turkey,Bilkent University,,TR,['http://www.bilkent.edu.tr/'],['bilkent.edu.tr']
Turkey,Boğaziçi University,,TR,['http://www.boun.edu.tr/'],['boun.edu.tr']
Turkey,Cag University,,TR,['http://www.cag.edu.tr/'],['cag.edu.tr']
Turkey,Cankaya University,,TR,['http://www.cankaya.edu.tr/'],['cankaya.edu.tr']
Turkey,Canakkale (18th March) University,,TR,['http://www.comu.edu.tr/'],['comu.edu.tr']
Turkey,Cukurova University,,TR,['http://www.cu.edu.tr/'],['cu.edu.tr']
Turkey,Cumhuriyet (Republik) University,,TR,['http://www.cumhuriyet.edu.tr/'],['cumhuriyet.edu.tr']
Turkey,Dokuz Eylül University,,TR,['http://www.deu.edu.tr/'],['deu.edu.tr']
Turkey,Turkish Naval Academy,,TR,['http://www.dho.edu.tr/'],['dho.edu.tr']
Turkey,Dicle (Tirgris) University,,TR,['http://www.dicle.edu.tr/'],['dicle.edu.tr']
Turkey,Dogus University,,TR,['http://www.dogus.edu.tr/'],['dogus.edu.tr']
Turkey,Dumlupinar University,,TR,"['http://www.dumlupinar.edu.tr/', 'http://www.dpu.edu.tr/']","['dumlupinar.edu.tr', 'dpu.edu.tr']"
Turkey,Ege University,,TR,['http://www.ege.edu.tr/'],['ege.edu.tr']
Turkey,Erciyes University,,TR,['http://www.erciyes.edu.tr/'],['erciyes.edu.tr']
Turkey,Tobb Economics and Technology University,,TR,['http://www.etu.edu.tr/'],['etu.edu.tr']
Turkey,Firat (Euphrates) University,,TR,['http://www.firat.edu.tr/'],['firat.edu.tr']
Turkey,Fenerbahce University,,TR,['https://fbu.edu.tr/'],['fbu.edu.tr']
Turkey,Gaziantep University,,TR,['http://www.gantep.edu.tr/'],['gantep.edu.tr']
Turkey,Gazi University Ankara,,TR,['http://www.gazi.edu.tr/'],['gazi.edu.tr']
Turkey,Gaziosmanpasa University,,TR,['http://www.gop.edu.tr/'],['gop.edu.tr']
Turkey,Galatasaray University,,TR,['http://www.gsu.edu.tr/'],['gsu.edu.tr']
Turkey,Gebze Institute of Technology,,TR,['http://www.gyte.edu.tr/'],['gyte.edu.tr']
Turkey,Halic University,,TR,['http://www.halic.edu.tr/'],['halic.edu.tr']
Turkey,Harran University,,TR,['http://www.harran.edu.tr/'],['harran.edu.tr']
Turkey,Hacettepe University,,TR,"['http://www.hun.edu.tr/', 'http://www.hacettepe.edu.tr/']","['hun.edu.tr', 'hacettepe.edu.tr']"
Turkey,Abant Izzet Baysal University,,TR,['http://www.ibu.edu.tr/'],['ibu.edu.tr']
Turkey,Istanbul Kultur University,,TR,['http://www.iku.edu.tr/'],['iku.edu.tr']
Turkey,Inönü University,,TR,['http://www.inonu.edu.tr/'],['inonu.edu.tr']
Turkey,Isik University,,TR,['http://www.isikun.edu.tr/'],['isikun.edu.tr']
Turkey,Istanbul Ticaret University,Istanbul,TR,['https://ticaret.edu.tr/'],"['ticaret.edu.tr', 'istanbulticaret.edu.tr']"
Turkey,Istanbul Technical University,,TR,['http://www.itu.edu.tr/'],['itu.edu.tr']
Turkey,Izmir Institute of Technology,,TR,['http://www.iyte.edu.tr/'],['iyte.edu.tr']
Turkey,Kafkas University,,TR,['http://www.kafkas.edu.tr/'],['kafkas.edu.tr']
Turkey,Zonguldak Karaelmas University,,TR,['http://www.karaelmas.edu.tr/'],['karaelmas.edu.tr']
Turkey,Kadir Has University,,TR,['http://www.khas.edu.tr/'],['khas.edu.tr']
Turkey,Kilis 7 Aralık University,,TR,['http://www.kilis.edu.tr/'],['kilis.edu.tr']
Turkey,Kirikkale University,,TR,['http://www.kku.edu.tr/'],['kku.edu.tr']
Turkey,Necmettin Erbakan University,,TR,['http://www.konya.edu.tr/'],['konya.edu.tr']
Turkey,Kocaeli University,,TR,['http://www.kou.edu.tr/'],['kou.edu.tr']
Turkey,Kahramanmaras Sütcü Imam University,,TR,['http://www.ksu.edu.tr/'],['ksu.edu.tr']
Turkey,Karadeniz Technical University,,TR,['http://www.ktu.edu.tr/'],['ktu.edu.tr']
Turkey,Koç University,,TR,['http://www.ku.edu.tr/'],['ku.edu.tr']
Turkey,Maltepe University,,TR,['http://www.maltepe.edu.tr/'],['maltepe.edu.tr']
Turkey,Marmara University,,TR,['http://www.marmara.edu.tr/'],['marmara.edu.tr']
Turkey,Mersin University,,TR,['http://www.mersin.edu.tr/'],['mersin.edu.tr']
Turkey,Mustafa Kemal University,,TR,['http://www.mku.edu.tr/'],['mku.edu.tr']
Turkey,Mimar Sinan University,,TR,['http://www.msu.edu.tr/'],['msu.edu.tr']
Turkey,Mugla Sitki Kocman University,,TR,"['http://www.mu.edu.tr/', 'http://www.marun.edu.tr/']","['mu.edu.tr', 'marun.edu.tr']"
Turkey,Omer Halisdemir University,,TR,['http://www.ohu.edu.tr/'],['ohu.edu.tr']
Turkey,Namik Kemal University,,TR,['http://www.nku.edu.tr/'],['nku.edu.tr']
Turkey,Middle East Technical University,,TR,['http://www.metu.edu.tr/'],['metu.edu.tr']
Turkey,Osmangazi University,,TR,['http://www.ogu.edu.tr/'],['ogu.edu.tr']
Turkey,Ondokuz Mayis University Samsun,,TR,['http://www.omu.edu.tr/'],['omu.edu.tr']
Turkey,Ordu University,,TR,['http://www.odu.edu.tr'],['odu.edu.tr']
Turkey,Ozyegin University,,TR,"['http://www.ozyegin.edu.tr/', 'http://www.ozu.edu.tr/']","['ozyegin.edu.tr', 'ozu.edu.tr']"
Turkey,Pamukkale University,,TR,['http://www.pamukkale.edu.tr/'],['pamukkale.edu.tr']
Turkey,Sabanci University,,TR,"['http://www.sabanciuniv.edu.tr/', 'http://www.sabanciuniv.edu/']","['sabanciuniv.edu.tr', 'sabanciuniv.edu']"
Turkey,Sakarya University,,TR,['http://www.sau.edu.tr/'],"['sau.edu.tr', 'sakarya.edu.tr']"
Turkey,Suleyman Demirel University,,TR,['http://www.sdu.edu.tr/'],['sdu.edu.tr']
Turkey,Istanbul Şehir University,,TR,['http://www.sehir.edu.tr/'],['sehir.edu.tr']
Turkey,Selcuk University,,TR,['http://www.selcuk.edu.tr/'],['selcuk.edu.tr']
Turkey,Tarsus University,,TR,['http://www.tarsus.edu.tr/'],['tarsus.edu.tr']
Turkey,Türkisch-Deutsche Universität,,TR,['http://www.tau.edu.tr/'],['tau.edu.tr']
Turkey,Trakya University,,TR,['http://www.trakya.edu.tr/'],['trakya.edu.tr']
Turkey,Ufuk University,,TR,['http://www.ufuk.edu.tr/'],['ufuk.edu.tr']
Turkey,Uludag University,,TR,['http://www.uludag.edu.tr/'],['uludag.edu.tr']
Turkey,Yalova University,,TR,['http://www.yalova.edu.tr/'],['yalova.edu.tr']
Turkey,Yasar University,,TR,['http://www.yasar.edu.tr/'],['yasar.edu.tr']
Turkey,Yildirim Beyazit University,,TR,['http://www.ybu.edu.tr/'],['ybu.edu.tr']
Turkey,Yeditepe University,,TR,['http://www.yeditepe.edu.tr/'],['yeditepe.edu.tr']
Turkey,Yildiz Technical University,,TR,['http://www.yildiz.edu.tr/'],['yildiz.edu.tr']
Turkey,Yüzüncü Yil (Centennial) University,,TR,['http://www.yyu.edu.tr/'],['yyu.edu.tr']
Turkmenistan,International Turkmen Turkish University,,TM,['http://www.ittu.edu.tm/'],['ittu.edu.tm']
Turks and Caicos Islands,Charisma University,,TC,['http://www.charismauniversity.org/'],['charismauniversity.org']
Uganda,Busitema University,,UG,['http://www.busitema.ac.ug/'],['busitema.ac.ug']
Uganda,Busoga University,,UG,['http://www.busogauniversity.ac.ug/'],['busogauniversity.ac.ug']
Uganda,Central Buganda University,,UG,['http://www.cbu2000.com/'],['cbu2000.com']
